0	4.65661e-10
1	3.0519e-05
2	0.000183111
3	0.000885031
4	0.00402841
5	0.0179752
6	0.0796526
7	0.352089
8	0.554965
9	0.865169
10	0.306257
11	0.78136
12	0.54436
13	0.79664
14	0.96932
15	0.23944
16	0.651402
17	0.232332
18	0.834181
19	0.378758
20	0.433283
21	0.948392
22	0.657369
23	0.305471
24	0.23124
25	0.249147
26	0.876204
27	0.51319
28	0.945713
29	0.0819492
30	0.871705
31	0.656584
32	0.837569
33	0.429328
34	0.712984
35	0.272611
36	0.644776
37	0.960379
38	0.248841
39	0.770394
40	0.880482
41	0.890129
42	0.177403
43	0.833515
44	0.759269
45	0.721006
46	0.011154
47	0.0198819
48	0.0412138
49	0.108109
50	0.360158
51	0.404185
52	0.904005
53	0.594734
54	0.240365
55	0.279055
56	0.991776
57	0.997269
58	0.0411856
59	0.266228
60	0.309068
61	0.990811
62	0.781394
63	0.752682
64	0.046339
65	0.00925756
66	0.731173
67	0.322233
68	0.815188
69	0.635501
70	0.106687
71	0.191617
72	0.402891
73	0.0760255
74	0.635916
75	0.283316
76	0.248486
77	0.507702
78	0.306814
79	0.286968
80	0.574108
81	0.435872
82	0.596477
83	0.527762
84	0.99123
85	0.253049
86	0.579681
87	0.706742
88	0.182687
89	0.148928
90	0.614758
91	0.646052
92	0.573001
93	0.915645
94	0.482865
95	0.487672
96	0.545978
97	0.862164
98	0.351136
99	0.0716668
100	0.972052
101	0.330646
102	0.179508
103	0.762528
104	0.318613
105	0.573982
106	0.213602
107	0.263737
108	0.0872103
109	0.6771
110	0.452127
111	0.973064
112	0.673496
113	0.229522
114	0.662665
115	0.369331
116	0.577334
117	0.878686
118	0.230782
119	0.233888
120	0.787853
121	0.089901
122	0.0244361
123	0.517309
124	0.932803
125	0.975653
126	0.324297
127	0.116212
128	0.427192
129	0.749668
130	0.507664
131	0.798307
132	0.236193
133	0.829007
134	0.320696
135	0.121126
136	0.481882
137	0.0434075
138	0.887274
139	0.0197883
140	0.907815
141	0.308374
142	0.495534
143	0.81459
144	0.418801
145	0.810677
146	0.932451
147	0.919971
148	0.992669
149	0.516214
150	0.148603
151	0.278119
152	0.628493
153	0.824128
154	0.545317
155	0.503001
156	0.200792
157	0.683741
158	0.696904
159	0.395238
160	0.493099
161	0.191927
162	0.699871
163	0.855738
