1	99999
2	49949
3	33247
4	25059
5	19970
6	16646
7	14506
8	12483
9	11071
10	9956
11	8977
12	8334
13	7570
14	7249
15	6573
16	6253
17	5719
18	5509
19	5293
20	5105
21	4829
22	4476
23	4336
24	4186
25	4019
26	3746
27	3678
28	3616
29	3383
30	3308
31	3177
32	3098
33	3017
34	2831
35	2894
36	2744
37	2687
38	2591
39	2476
40	2517
41	2508
42	2408
43	2377
44	2246
45	2164
46	2152
47	2112
48	2084
49	2065
50	2021
51	1927
52	1899
53	1881
54	1874
55	1809
56	1850
57	1719
58	1704
59	1693
60	1688
61	1578
62	1591
63	1625
64	1561
65	1544
66	1529
67	1562
68	1430
69	1447
70	1447
71	1446
72	1391
73	1421
74	1360
75	1320
76	1269
77	1270
78	1205
79	1228
80	1266
81	1238
82	1253
83	1201
84	1163
85	1130
86	1203
87	1114
88	1123
89	1170
90	1073
91	1121
92	1092
93	1059
94	1080
95	1019
96	1064
97	1091
98	1038
99	987
100	1068
