0	0.00131
0.001	0.0023
0.002	0.00339
0.003	0.00441
0.004	0.0055
0.005	0.0066
0.006	0.00767
0.007	0.00864
0.008	0.00973
0.009	0.01072
0.01	0.01181
0.011	0.01288
0.012	0.01388
0.013	0.01494
0.014	0.016
0.015	0.01701
0.016	0.01817
0.017	0.01916
0.018	0.02014
0.019	0.02102
0.02	0.02214
0.021	0.02332
0.022	0.02424
0.023	0.02533
0.024	0.02642
0.025	0.0275
0.026	0.02851
0.027	0.02956
0.028	0.03067
0.029	0.03166
0.03	0.03257
0.031	0.03349
0.032	0.03446
0.033	0.03546
0.034	0.0363
0.035	0.03726
0.036	0.03831
0.037	0.03918
0.038	0.04009
0.039	0.0411
0.04	0.04216
0.041	0.04329
0.042	0.04434
0.043	0.04535
0.044	0.04634
0.045	0.04737
0.046	0.04851
0.047	0.04947
0.048	0.0502
0.049	0.0511
0.05	0.05217
0.051	0.05319
0.052	0.05419
0.053	0.05532
0.054	0.05631
0.055	0.05737
0.056	0.05831
0.057	0.05935
0.058	0.06035
0.059	0.06137
0.06	0.06218
0.061	0.06314
0.062	0.06424
0.063	0.06533
0.064	0.0665
0.065	0.0674
0.066	0.06839
0.067	0.0694
0.068	0.07029
0.069	0.07152
0.07	0.07244
0.071	0.07339
0.072	0.07452
0.073	0.07542
0.074	0.07657
0.075	0.07767
0.076	0.07875
0.077	0.07994
0.078	0.08093
0.079	0.0817
0.08	0.08273
0.081	0.08379
0.082	0.08479
0.083	0.08569
0.084	0.0867
0.085	0.08768
0.086	0.08871
0.087	0.08972
0.088	0.09082
0.089	0.09192
0.09	0.09288
0.091	0.09391
0.092	0.09481
0.093	0.09592
0.094	0.09681
0.095	0.09773
0.096	0.09852
0.097	0.09947
0.098	0.10042
0.099	0.10121
0.1	0.10234
0.101	0.1033
0.102	0.1042
0.103	0.10511
0.104	0.10599
0.105	0.10693
0.106	0.10796
0.107	0.10886
0.108	0.11
0.109	0.11092
0.11	0.11185
0.111	0.11302
0.112	0.1139
0.113	0.11489
0.114	0.11597
0.115	0.11695
0.116	0.11801
0.117	0.11901
0.118	0.11995
0.119	0.12109
0.12	0.12232
0.121	0.12341
0.122	0.12444
0.123	0.12542
0.124	0.12645
0.125	0.1274
0.126	0.12838
0.127	0.12935
0.128	0.13036
0.129	0.13143
0.13	0.1325
0.131	0.13359
0.132	0.13449
0.133	0.13561
0.134	0.13652
0.135	0.13759
0.136	0.13858
0.137	0.13969
0.138	0.14087
0.139	0.1418
0.14	0.14297
0.141	0.14399
0.142	0.145
0.143	0.14588
0.144	0.14682
0.145	0.14777
0.146	0.14853
0.147	0.14947
0.148	0.1505
0.149	0.15156
0.15	0.15264
0.151	0.15335
0.152	0.15441
0.153	0.15538
0.154	0.15653
0.155	0.15752
0.156	0.15848
0.157	0.15948
0.158	0.16055
0.159	0.1616
0.16	0.16267
0.161	0.16371
0.162	0.16475
0.163	0.16583
0.164	0.16698
0.165	0.168
0.166	0.16887
0.167	0.16999
0.168	0.17102
0.169	0.17217
0.17	0.1731
0.171	0.17402
0.172	0.1751
0.173	0.1763
0.174	0.17734
0.175	0.17832
0.176	0.17924
0.177	0.18028
0.178	0.18134
0.179	0.18261
0.18	0.18378
0.181	0.18474
0.182	0.18578
0.183	0.18684
0.184	0.18801
0.185	0.18905
0.186	0.19004
0.187	0.19096
0.188	0.19212
0.189	0.19308
0.19	0.1941
0.191	0.19503
0.192	0.19608
0.193	0.1972
0.194	0.19816
0.195	0.19924
0.196	0.20031
0.197	0.20131
0.198	0.20227
0.199	0.20332
0.2	0.20454
0.201	0.20556
0.202	0.20655
0.203	0.2075
0.204	0.20872
0.205	0.20968
0.206	0.21074
0.207	0.21159
0.208	0.21266
0.209	0.21371
0.21	0.21466
0.211	0.2155
0.212	0.21669
0.213	0.21767
0.214	0.21861
0.215	0.21964
0.216	0.22057
0.217	0.22158
0.218	0.22251
0.219	0.22357
0.22	0.22465
0.221	0.22575
0.222	0.2267
0.223	0.22778
0.224	0.22869
0.225	0.2297
0.226	0.2307
0.227	0.23173
0.228	0.23275
0.229	0.23378
0.23	0.23483
0.231	0.23588
0.232	0.23688
0.233	0.23789
0.234	0.23901
0.235	0.24013
0.236	0.2411
0.237	0.24203
0.238	0.24293
0.239	0.24392
0.24	0.24492
0.241	0.24583
0.242	0.24697
0.243	0.24801
0.244	0.24899
0.245	0.24997
0.246	0.25093
0.247	0.25192
0.248	0.25291
0.249	0.25394
0.25	0.25482
0.251	0.25596
0.252	0.25705
0.253	0.25809
0.254	0.25911
0.255	0.26013
0.256	0.26125
0.257	0.26225
0.258	0.26337
0.259	0.26429
0.26	0.26531
0.261	0.26627
0.262	0.26719
0.263	0.26814
0.264	0.26913
0.265	0.27011
0.266	0.27139
0.267	0.27227
0.268	0.27307
0.269	0.27423
0.27	0.27522
0.271	0.2763
0.272	0.27726
0.273	0.27817
0.274	0.27911
0.275	0.28028
0.276	0.28124
0.277	0.28217
0.278	0.2832
0.279	0.28409
0.28	0.28503
0.281	0.28596
0.282	0.28675
0.283	0.28774
0.284	0.28856
0.285	0.28947
0.286	0.29046
0.287	0.29131
0.288	0.29221
0.289	0.29301
0.29	0.29406
0.291	0.29503
0.292	0.29599
0.293	0.29703
0.294	0.29793
0.295	0.29898
0.296	0.30006
0.297	0.30131
0.298	0.30224
0.299	0.30329
0.3	0.30437
0.301	0.30525
0.302	0.30636
0.303	0.30734
0.304	0.30831
0.305	0.30925
0.306	0.31026
0.307	0.31128
0.308	0.31216
0.309	0.31329
0.31	0.31421
0.311	0.31528
0.312	0.31631
0.313	0.3174
0.314	0.31842
0.315	0.31943
0.316	0.32042
0.317	0.32146
0.318	0.32237
0.319	0.32334
0.32	0.32427
0.321	0.32538
0.322	0.32627
0.323	0.32739
0.324	0.32834
0.325	0.32942
0.326	0.33046
0.327	0.3316
0.328	0.33257
0.329	0.33338
0.33	0.33426
0.331	0.33521
0.332	0.33614
0.333	0.33718
0.334	0.33793
0.335	0.33905
0.336	0.34014
0.337	0.34123
0.338	0.34208
0.339	0.34297
0.34	0.34397
0.341	0.34493
0.342	0.34601
0.343	0.34714
0.344	0.34805
0.345	0.34906
0.346	0.34993
0.347	0.35105
0.348	0.35216
0.349	0.35328
0.35	0.35414
0.351	0.35527
0.352	0.35633
0.353	0.35721
